,unique_key,created_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,address_type,city,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,:@computed_region_efsh_h5xi,:@computed_region_f5dn_yrer,:@computed_region_yeji_bk3q,:@computed_region_92fq_4b7q,:@computed_region_sbqj_enih,:@computed_region_7mpf_4k6g,facility_type,intersection_street_1,intersection_street_2,landmark,closed_date,taxi_pick_up_location,vehicle_type
41,60453538,2024-03-01T01:03:16.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,10310,171 NORTH BURGHER AVENUE,NORTH BURGHER AVENUE,HENDERSON AVENUE,DOE PLACE,ADDRESS,STATEN ISLAND,Closed,The Police Department issued a summons in response to the complaint.,2024-03-01T01:21:14.000,01 STATEN ISLAND,5001610001,STATEN ISLAND,952341,171448,PHONE,Unspecified,STATEN ISLAND,40.637204269306935,-74.1149700180016,"{'latitude': '40.637204269306935', 'longitude': '-74.1149700180016', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10697,4,1,13,74,74,,HENDERSON AVENUE,DOE PLACE,NORTH BURGHER AVENUE,2024-03-01T01:21:09.000,,
42,60456688,2024-03-01T01:02:18.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10471,548 WEST  256 STREET,WEST  256 STREET,RIVERDALE AVENUE,NETHERLAND AVENUE,ADDRESS,BRONX,In Progress,,2024-03-01T02:12:50.000,08 BRONX,,BRONX,1010225,268746,MOBILE,Unspecified,BRONX,40.90428091154132,-73.90603446070851,"{'latitude': '40.90428091154132', 'longitude': '-73.90603446070851', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11609,48,5,40,33,33,,RIVERDALE AVENUE,NETHERLAND AVENUE,WEST  256 STREET,,,
43,60454268,2024-03-01T01:01:41.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11230,948 EAST   19 STREET,EAST   19 STREET,AVENUE I,AVENUE J,ADDRESS,BROOKLYN,In Progress,,,14 BROOKLYN,3067110053,BROOKLYN,995924,167842,MOBILE,Unspecified,BROOKLYN,40.62735634688647,-73.95794410308636,"{'latitude': '40.62735634688647', 'longitude': '-73.95794410308636', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",13513,60,2,18,43,43,,AVENUE I,AVENUE J,EAST   19 STREET,,,
44,60453041,2024-03-01T01:01:34.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10471,5439 RIVERDALE AVENUE,RIVERDALE AVENUE,HENRY HUDSON PARKWAY EAST,NETHERLAND AVENUE,ADDRESS,BRONX,In Progress,,2024-03-01T02:15:16.000,08 BRONX,,BRONX,1010289,268005,MOBILE,Unspecified,BRONX,40.90224691801478,-73.90580582094998,"{'latitude': '40.90224691801478', 'longitude': '-73.90580582094998', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11609,48,5,40,33,33,,HENRY HUDSON PARKWAY EAST,NETHERLAND AVENUE,RIVERDALE AVENUE,,,
45,60456695,2024-03-01T01:01:16.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11211,600 METROPOLITAN AVENUE,METROPOLITAN AVENUE,LORIMER STREET,LEONARD STREET,ADDRESS,BROOKLYN,In Progress,,2024-03-01T01:48:02.000,01 BROOKLYN,3027620006,BROOKLYN,998421,199447,PHONE,Unspecified,BROOKLYN,40.7141013357581,-73.94888215335709,"{'latitude': '40.7141013357581', 'longitude': '-73.94888215335709', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",17613,36,2,30,56,56,,LORIMER STREET,LEONARD STREET,METROPOLITAN AVENUE,,,
46,60454281,2024-03-01T01:00:51.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10471,5535 NETHERLAND AVENUE,NETHERLAND AVENUE,BEND,WEST  256 STREET,ADDRESS,BRONX,In Progress,,2024-03-01T02:12:11.000,08 BRONX,2059500430,BRONX,1010114,268519,MOBILE,Unspecified,BRONX,40.903658196293335,-73.90643688418457,"{'latitude': '40.903658196293335', 'longitude': '-73.90643688418457', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11609,48,5,40,33,33,,BEND,WEST  256 STREET,NETHERLAND AVENUE,,,
47,60448835,2024-03-01T00:59:27.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10038,CLIFF STREET,CLIFF STREET,CLIFF STREET,FULTON STREET,INTERSECTION,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2024-03-01T01:17:54.000,01 MANHATTAN,,MANHATTAN,982915,197362,PHONE,Unspecified,MANHATTAN,40.70838975461549,-74.0048152194061,"{'latitude': '40.70838975461549', 'longitude': '-74.0048152194061', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",13096,56,4,32,1,1,,CLIFF STREET,FULTON STREET,,2024-03-01T01:17:49.000,,
48,60457933,2024-03-01T00:59:18.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,10468,2485 DEVOE TERRACE,DEVOE TERRACE,BEND,WEST  190 STREET,ADDRESS,BRONX,In Progress,,2024-03-01T01:32:17.000,07 BRONX,2032190105,BRONX,1010486,254352,MOBILE,Unspecified,BRONX,40.86477313638977,-73.90514666822146,"{'latitude': '40.86477313638977', 'longitude': '-73.90514666822146', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11606,24,5,29,34,34,,BEND,WEST  190 STREET,DEVOE TERRACE,,,
49,60457967,2024-03-01T00:58:51.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11221,1119 BROADWAY,BROADWAY,DEKALB AVENUE,KOSCIUSZKO STREET,ADDRESS,BROOKLYN,In Progress,,2024-03-01T01:56:38.000,04 BROOKLYN,3032410078,BROOKLYN,1003802,192036,ONLINE,Unspecified,BROOKLYN,40.69374963424376,-73.92949325294583,"{'latitude': '40.69374963424376', 'longitude': '-73.92949325294583', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",18181,42,2,30,53,53,,DEKALB AVENUE,KOSCIUSZKO STREET,BROADWAY,,,
50,60453641,2024-03-01T00:58:47.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10025,711 WEST END AVENUE,WEST END AVENUE,WEST   94 STREET,WEST   95 STREET,ADDRESS,NEW YORK,Closed,The Police Department responded to the complaint and took action to fix the condition.,2024-03-01T01:17:44.000,07 MANHATTAN,1012530021,MANHATTAN,991484,228686,PHONE,Unspecified,MANHATTAN,40.79436334562362,-73.97387394597743,"{'latitude': '40.79436334562362', 'longitude': '-73.97387394597743', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12422,20,4,19,15,15,,WEST   94 STREET,WEST   95 STREET,WEST END AVENUE,2024-03-01T01:17:38.000,,
51,60454890,2024-03-01T00:57:53.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11221,984 GREENE AVENUE,GREENE AVENUE,MALCOLM X BOULEVARD,PATCHEN AVENUE,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and took action to fix the condition.,2024-03-01T01:10:55.000,03 BROOKLYN,3016220034,BROOKLYN,1004056,191030,MOBILE,Unspecified,BROOKLYN,40.690987832760484,-73.92858025808955,"{'latitude': '40.690987832760484', 'longitude': '-73.92858025808955', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",18181,69,2,49,52,52,,MALCOLM X BOULEVARD,PATCHEN AVENUE,GREENE AVENUE,2024-03-01T01:10:52.000,,
52,60457871,2024-03-01T00:57:38.000,TLC,Taxi and Limousine Commission,Taxi Complaint,Driver Complaint - Passenger,Street,11430,JFK,JFK,BEND,AIRTRAIN-HOWARD BCH/JAMAICA LINE,UNRECOGNIZED,JAMAICA,In Progress,,,83 QUEENS,4142600001,QUEENS,1043001,175548,PHONE,Unspecified,QUEENS,40.64832048620134,-73.78828125130184,"{'latitude': '40.64832048620134', 'longitude': '-73.78828125130184', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",24339,64,3,46,71,71,,BEND,AIRTRAIN-HOWARD BCH/JAMAICA LINE,JOHN F KENNEDY AIRPORT,,"JOHN F KENNEDY AIRPORT, QUEENS (JAMAICA) ,NY, 11430",
53,60457851,2024-03-01T00:57:37.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11206,20 MAUJER STREET,MAUJER STREET,UNION AVENUE,LORIMER STREET,ADDRESS,BROOKLYN,In Progress,,,01 BROOKLYN,3027910014,BROOKLYN,998098,198063,MOBILE,Unspecified,BROOKLYN,40.71030309727022,-73.9500501303802,"{'latitude': '40.71030309727022', 'longitude': '-73.9500501303802', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",17213,36,2,30,56,56,,UNION AVENUE,LORIMER STREET,MAUJER STREET,,,
54,60456114,2024-03-01T00:57:30.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10452,1403 GRAND CONCOURSE,GRAND CONCOURSE,EAST  170 STREET,EAST  171 STREET,ADDRESS,BRONX,Closed,The Police Department responded to the complaint and took action to fix the condition.,2024-03-01T01:24:09.000,04 BRONX,2028330030,BRONX,1008147,244946,ONLINE,Unspecified,BRONX,40.83896311232895,-73.91363658344284,"{'latitude': '40.83896311232895', 'longitude': '-73.91363658344284', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10934,50,5,29,27,27,,EAST  170 STREET,EAST  171 STREET,GRAND CONCOURSE,2024-03-01T01:24:05.000,,
55,60454842,2024-03-01T00:57:27.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10014,29 CORNELIA STREET,CORNELIA STREET,WEST    4 STREET,BLEECKER STREET,ADDRESS,NEW YORK,Closed,The Police Department responded to the complaint and took action to fix the condition.,2024-03-01T01:22:19.000,02 MANHATTAN,1005900045,MANHATTAN,983598,205730,ONLINE,Unspecified,MANHATTAN,40.73135797584184,-74.00235251324737,"{'latitude': '40.73135797584184', 'longitude': '-74.00235251324737', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12077,57,4,10,3,3,,WEST    4 STREET,BLEECKER STREET,CORNELIA STREET,2024-03-01T01:22:15.000,,
56,60448608,2024-03-01T00:57:02.000,NYPD,New York City Police Department,Noise - Vehicle,Engine Idling,Street/Sidewalk,10003,112 EAST   11 STREET,EAST   11 STREET,4 AVENUE,3 AVENUE,ADDRESS,NEW YORK,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2024-03-01T01:19:14.000,03 MANHATTAN,1005560016,MANHATTAN,987067,205902,MOBILE,Unspecified,MANHATTAN,40.73182964911108,-73.98983577187015,"{'latitude': '40.73182964911108', 'longitude': '-73.98983577187015', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11724,70,4,50,5,5,,4 AVENUE,3 AVENUE,EAST   11 STREET,2024-03-01T01:19:10.000,,Car
57,60453064,2024-03-01T00:56:24.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Horn,Street/Sidewalk,11213,287 BUFFALO AVENUE,BUFFALO AVENUE,LINCOLN PLACE,EASTERN PARKWAY,ADDRESS,BROOKLYN,In Progress,,2024-03-01T01:32:34.000,08 BROOKLYN,3013930001,BROOKLYN,1004912,183056,MOBILE,Unspecified,BROOKLYN,40.66909906238169,-73.9255180024025,"{'latitude': '40.66909906238169', 'longitude': '-73.9255180024025', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",17615,16,2,17,49,49,,LINCOLN PLACE,EASTERN PARKWAY,BUFFALO AVENUE,,,Car
58,60449325,2024-03-01T00:56:09.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11421,85-77 80 STREET,80 STREET,85 DRIVE,86 AVENUE,ADDRESS,WOODHAVEN,In Progress,,,09 QUEENS,4088470199,QUEENS,1022234,192082,PHONE,Unspecified,QUEENS,40.69381597828006,-73.86302517659573,"{'latitude': '40.69381597828006', 'longitude': '-73.86302517659573', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",24017,46,3,34,60,60,,85 DRIVE,86 AVENUE,80 STREET,,,
59,60451878,2024-03-01T00:56:03.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11221,1119 BROADWAY,BROADWAY,DEKALB AVENUE,KOSCIUSZKO STREET,ADDRESS,BROOKLYN,In Progress,,2024-03-01T01:52:32.000,04 BROOKLYN,3032410078,BROOKLYN,1003802,192036,ONLINE,Unspecified,BROOKLYN,40.69374963424376,-73.92949325294583,"{'latitude': '40.69374963424376', 'longitude': '-73.92949325294583', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",18181,42,2,30,53,53,,DEKALB AVENUE,KOSCIUSZKO STREET,BROADWAY,,,
60,60451062,2024-03-01T00:55:46.000,NYPD,New York City Police Department,Noise - Residential,Loud Television,Residential Building/House,10455,530 EAST  146 STREET,EAST  146 STREET,BROOK AVENUE,ST ANNS AVENUE,ADDRESS,BRONX,Closed,The Police Department responded to the complaint and took action to fix the condition.,2024-03-01T01:12:44.000,01 BRONX,2022720038,BRONX,1007677,235383,MOBILE,Unspecified,BRONX,40.81271667065921,-73.91536854607924,"{'latitude': '40.81271667065921', 'longitude': '-73.91536854607924', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10933,49,5,35,23,23,,BROOK AVENUE,ST ANNS AVENUE,EAST  146 STREET,2024-03-01T01:12:39.000,,
61,60456125,2024-03-01T00:55:09.000,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,10455,530 EAST  146 STREET,EAST  146 STREET,BROOK AVENUE,ST ANNS AVENUE,ADDRESS,BRONX,Closed,The Police Department responded to the complaint and took action to fix the condition.,2024-03-01T01:13:30.000,01 BRONX,2022720038,BRONX,1007677,235383,MOBILE,Unspecified,BRONX,40.81271667065921,-73.91536854607924,"{'latitude': '40.81271667065921', 'longitude': '-73.91536854607924', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10933,49,5,35,23,23,,BROOK AVENUE,ST ANNS AVENUE,EAST  146 STREET,2024-03-01T01:13:27.000,,
62,60457966,2024-03-01T00:54:31.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11201,190 YORK STREET,YORK STREET,BRIDGE STREET,GOLD STREET,ADDRESS,BROOKLYN,In Progress,Your complaint has been received by the Police Department and additional information will be available later.,2024-03-01T01:30:59.000,02 BROOKLYN,3000680001,BROOKLYN,988838,194807,PHONE,Unspecified,BROOKLYN,40.70137579240106,-73.98345325660519,"{'latitude': '40.70137579240106', 'longitude': '-73.98345325660519', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",16865,68,2,48,54,54,,BRIDGE STREET,GOLD STREET,YORK STREET,,,
63,60451876,2024-03-01T00:53:50.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11226,225 PARKSIDE AVENUE,PARKSIDE AVENUE,PARKSIDE COURT,FLATBUSH AVENUE,ADDRESS,BROOKLYN,In Progress,,2024-03-01T01:29:14.000,09 BROOKLYN,3050260264,BROOKLYN,995264,178090,PHONE,Unspecified,BROOKLYN,40.65548575094419,-73.96030504056489,"{'latitude': '40.65548575094419', 'longitude': '-73.96030504056489', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",13510,17,2,11,44,44,,PARKSIDE COURT,FLATBUSH AVENUE,PARKSIDE AVENUE,,,
64,60451848,2024-03-01T00:53:38.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11411,114-54 211 STREET,211 STREET,MURDOCK AVENUE,115 AVENUE,ADDRESS,CAMBRIA HEIGHTS,In Progress,,,13 QUEENS,4110290169,QUEENS,1055327,195013,MOBILE,Unspecified,QUEENS,40.70165695029151,-73.74365747341646,"{'latitude': '40.70165695029151', 'longitude': '-73.74365747341646', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",15311,63,3,6,63,63,,MURDOCK AVENUE,115 AVENUE,211 STREET,,,
65,60458045,2024-03-01T00:53:06.000,TLC,Taxi and Limousine Commission,For Hire Vehicle Complaint,Driver Complaint - Non Passenger,Street,11101,30-74 SKILLMAN AVENUE,SKILLMAN AVENUE,THOMSON AVENUE,QUEENS BOULEVARD,ADDRESS,LONG ISLAND CITY,In Progress,,,02 QUEENS,4002750080,QUEENS,1002134,210988,ONLINE,Unspecified,QUEENS,40.74577182269025,-73.9354578938083,"{'latitude': '40.74577182269025', 'longitude': '-73.9354578938083', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",16858,53,3,33,66,66,,THOMSON AVENUE,QUEENS BOULEVARD,SKILLMAN AVENUE,,"30-74 SKILLMAN AVENUE, QUEENS (LONG ISLAND CITY), NY, 11101",
66,60454851,2024-03-01T00:52:48.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11101,41-14 10 STREET,10 STREET,41 AVENUE,41 ROAD,ADDRESS,LONG ISLAND CITY,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2024-03-01T01:20:17.000,01 QUEENS,4004650100,QUEENS,999256,214522,PHONE,Unspecified,QUEENS,40.75547711024346,-73.94583650569939,"{'latitude': '40.75547711024346', 'longitude': '-73.94583650569939', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",16858,39,3,33,72,72,,41 AVENUE,41 ROAD,10 STREET,2024-03-01T01:20:14.000,,
67,60454500,2024-03-01T00:52:38.000,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,Street/Sidewalk,11368,58-03 CALLOWAY STREET,CALLOWAY STREET,58 AVENUE,59 AVENUE,ADDRESS,CORONA,In Progress,,,04 QUEENS,4019490106,QUEENS,1023522,208203,MOBILE,Unspecified,QUEENS,40.73805858336545,-73.85828645464701,"{'latitude': '40.73805858336545', 'longitude': '-73.85828645464701', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14510,66,3,21,68,68,,58 AVENUE,59 AVENUE,CALLOWAY STREET,,,
68,60456704,2024-03-01T00:52:37.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10026,188 SAINT NICHOLAS AVENUE,SAINT NICHOLAS AVENUE,WEST  119 STREET,WEST  120 STREET,ADDRESS,NEW YORK,In Progress,,2024-03-01T01:44:06.000,10 MANHATTAN,1019250050,MANHATTAN,997312,233016,PHONE,Unspecified,MANHATTAN,40.80624131824259,-73.95281733094532,"{'latitude': '40.80624131824259', 'longitude': '-73.95281733094532', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12423,18,4,36,18,18,,WEST  119 STREET,WEST  120 STREET,ST NICHOLAS AVENUE,,,
69,60456126,2024-03-01T00:51:01.000,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,10017,246 EAST   46 STREET,EAST   46 STREET,3 AVENUE,2 AVENUE,ADDRESS,NEW YORK,Closed,The Police Department responded to the complaint and took action to fix the condition.,2024-03-01T01:14:45.000,06 MANHATTAN,1013190029,MANHATTAN,992141,213566,ONLINE,Unspecified,MANHATTAN,40.75286234566705,-73.97151890328917,"{'latitude': '40.75286234566705', 'longitude': '-73.97151890328917', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12079,71,4,51,9,9,,3 AVENUE,2 AVENUE,EAST   46 STREET,2024-03-01T01:14:42.000,,
70,60455461,2024-03-01T00:50:32.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11435,85-53 150 STREET,150 STREET,85 ROAD,85 DRIVE,ADDRESS,JAMAICA,In Progress,,,08 QUEENS,4097330054,QUEENS,1037325,198052,PHONE,Unspecified,QUEENS,40.71012455352667,-73.80855833363705,"{'latitude': '40.71012455352667', 'longitude': '-73.80855833363705', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",24670,25,3,24,65,65,,85 ROAD,85 DRIVE,150 STREET,,,
71,60449441,2024-03-01T00:49:19.000,TLC,Taxi and Limousine Commission,For Hire Vehicle Complaint,Driver Complaint - Non Passenger,Street,10010,135 EAST   23 STREET,EAST   23 STREET,LEXINGTON AVENUE,3 AVENUE,ADDRESS,NEW YORK,In Progress,,,06 MANHATTAN,1008790023,MANHATTAN,988510,208686,ONLINE,Unspecified,MANHATTAN,40.73947046474321,-73.98462741302495,"{'latitude': '40.73947046474321', 'longitude': '-73.98462741302495', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12073,71,4,50,7,7,,LEXINGTON AVENUE,3 AVENUE,EAST   23 STREET,,"135 EAST   23 STREET, MANHATTAN (NEW YORK), NY, 10010",
72,60457215,2024-03-01T00:48:54.000,DOT,Department of Transportation,Street Condition,Pothole,,11364,211 STREET,211 STREET,64 AVENUE,HORACE HARDING EXPRESSWAY,BLOCKFACE,QUEENS,Closed,The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2024-03-01T00:48:54.000,11 QUEENS,,QUEENS,,,UNKNOWN,Unspecified,QUEENS,,,,,,,,,,N/A,,,,2024-03-01T00:48:54.000,,
73,60454841,2024-03-01T00:48:38.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10001,45 WEST   27 STREET,WEST   27 STREET,BROADWAY,AVENUE OF THE AMERICAS,ADDRESS,NEW YORK,Closed,The Police Department responded to the complaint and took action to fix the condition.,2024-03-01T01:06:52.000,05 MANHATTAN,1008290011,MANHATTAN,987116,210655,ONLINE,Unspecified,MANHATTAN,40.74487544050591,-73.98965694636395,"{'latitude': '40.74487544050591', 'longitude': '-73.98965694636395', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12073,11,4,10,7,7,,BROADWAY,AVENUE OF THE AMERICAS,WEST   27 STREET,2024-03-01T01:06:49.000,,
74,60453607,2024-03-01T00:48:00.000,DOT,Department of Transportation,Traffic Signal Condition,Controller,,10028,,,,,INTERSECTION,MANHATTAN,Open,,,08 MANHATTAN,,MANHATTAN,996994,223026,UNKNOWN,Unspecified,MANHATTAN,40.77882193224481,-73.95398496911395,"{'latitude': '40.77882193224481', 'longitude': '-73.95398496911395', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12425,23,4,1,11,11,N/A,3 AVENUE,EAST 86 STREET,,,,
75,60457290,2024-03-01T00:47:40.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11207,640 STANLEY AVENUE,STANLEY AVENUE,VERMONT STREET,VAN SICLEN AVENUE,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2024-03-01T01:17:04.000,05 BROOKLYN,3043710001,BROOKLYN,1016195,179364,MOBILE,Unspecified,BROOKLYN,40.65893182677183,-73.88486278314905,"{'latitude': '40.65893182677183', 'longitude': '-73.88486278314905', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",17214,45,2,25,47,47,,VERMONT STREET,VAN SICLEN AVENUE,STANLEY AVENUE,2024-03-01T01:16:58.000,,
76,60456060,2024-03-01T00:47:02.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10001,43 WEST   27 STREET,WEST   27 STREET,BROADWAY,AVENUE OF THE AMERICAS,ADDRESS,NEW YORK,Closed,The Police Department responded to the complaint and took action to fix the condition.,2024-03-01T01:07:05.000,05 MANHATTAN,1008290013,MANHATTAN,987128,210648,ONLINE,Unspecified,MANHATTAN,40.74485622336103,-73.98961364278482,"{'latitude': '40.74485622336103', 'longitude': '-73.98961364278482', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12073,11,4,10,7,7,,BROADWAY,AVENUE OF THE AMERICAS,WEST   27 STREET,2024-03-01T01:07:00.000,,
77,60449997,2024-03-01T00:46:54.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10019,311 WEST   57 STREET,WEST   57 STREET,8 AVENUE,9 AVENUE,ADDRESS,NEW YORK,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2024-03-01T01:09:12.000,04 MANHATTAN,1010480026,MANHATTAN,988820,218712,ONLINE,Unspecified,MANHATTAN,40.76698913667887,-73.98350193653141,"{'latitude': '40.76698913667887', 'longitude': '-73.98350193653141', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12081,12,4,10,10,10,,8 AVENUE,9 AVENUE,WEST   57 STREET,2024-03-01T01:09:09.000,,
78,60451324,2024-03-01T00:46:31.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,10027,360 WEST  127 STREET,WEST  127 STREET,ST NICHOLAS AVENUE,ST NICHOLAS TERRACE,ADDRESS,NEW YORK,Closed,The Police Department responded to the complaint and took action to fix the condition.,2024-03-01T00:54:48.000,09 MANHATTAN,1019530053,MANHATTAN,997503,235209,ONLINE,Unspecified,MANHATTAN,40.81226021018098,-73.95212306963877,"{'latitude': '40.81226021018098', 'longitude': '-73.95212306963877', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12424,37,4,36,17,17,,ST NICHOLAS AVENUE,ST NICHOLAS TERRACE,WEST  127 STREET,2024-03-01T00:54:45.000,,Car
79,60452363,2024-03-01T00:46:00.000,DOT,Department of Transportation,Traffic Signal Condition,Post,,10306,,,,,INTERSECTION,STATEN ISLAND,Open,,,03 STATEN ISLAND,,STATEN ISLAND,948925,146086,UNKNOWN,Unspecified,STATEN ISLAND,40.56757784743258,-74.12714541490105,"{'latitude': '40.56757784743258', 'longitude': '-74.12714541490105', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10693,15,1,14,76,76,N/A,AMBOY ROAD,AMBER STREET,,,,
80,60448701,2024-03-01T00:46:00.000,DOT,Department of Transportation,Street Light Condition,Street Light Out,,11229,32 HAZEL COURT,HAZEL COURT,DEVON AVE,EVERETT AVE,ADDRESS,BROOKLYN,Open,,,15 BROOKLYN,3088910500,BROOKLYN,1004001,154783,UNKNOWN,Unspecified,BROOKLYN,40.591497758030684,-73.92888469847918,"{'latitude': '40.591497758030684', 'longitude': '-73.92888469847918', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",13512,32,2,8,36,36,,,,,,,
