,unique_key,created_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,address_type,city,facility_type,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,:@computed_region_efsh_h5xi,:@computed_region_f5dn_yrer,:@computed_region_yeji_bk3q,:@computed_region_92fq_4b7q,:@computed_region_sbqj_enih,:@computed_region_7mpf_4k6g,intersection_street_1,intersection_street_2,landmark,vehicle_type,closed_date,bridge_highway_name,bridge_highway_segment,taxi_pick_up_location,bridge_highway_direction,road_ramp,due_date,taxi_company_borough
175,59862088,2023-12-29T00:14:47.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11206,140 GRAHAM AVENUE,GRAHAM AVENUE,BOERUM STREET,JOHNSON AVENUE,ADDRESS,BROOKLYN,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-12-29T00:43:04.000,01 BROOKLYN,3030710005,BROOKLYN,1000049,196585,ONLINE,Unspecified,BROOKLYN,40.70624306918318,-73.94301632443914,"{'latitude': '40.70624306918318', 'longitude': '-73.94301632443914', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",17213,36,2,30,56,56,BOERUM STREET,JOHNSON AVENUE,GRAHAM AVENUE,,2023-12-29T00:43:00.000,,,,,,,
176,59869575,2023-12-29T00:14:29.000,NYPD,New York City Police Department,Encampment,N/A,Street/Sidewalk,10029,174 EAST  103 STREET,EAST  103 STREET,LEXINGTON AVENUE,3 AVENUE,ADDRESS,NEW YORK,,Closed,The Police Department visited the location and no Encampment was found.,2023-12-29T00:59:57.000,11 MANHATTAN,1016300038,MANHATTAN,998970,227084,MOBILE,Unspecified,MANHATTAN,40.78995698939896,-73.9468412938642,"{'latitude': '40.78995698939896', 'longitude': '-73.9468412938642', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12426,7,4,35,14,14,LEXINGTON AVENUE,3 AVENUE,EAST  103 STREET,,2023-12-29T00:59:52.000,,,,,,,
177,59862692,2023-12-29T00:14:09.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10034,176 NAGLE AVENUE,NAGLE AVENUE,DYCKMAN STREET,IRT-1-BROADWAY/7 AVENUE LINE,ADDRESS,NEW YORK,,In Progress,,2023-12-29T01:36:00.000,12 MANHATTAN,1022170047,MANHATTAN,1005179,253245,MOBILE,Unspecified,MANHATTAN,40.86174893459112,-73.92433698102494,"{'latitude': '40.86174893459112', 'longitude': '-73.92433698102494', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",13092,47,4,39,22,22,DYCKMAN STREET,IRT-1-BROADWAY/7 AVENUE LINE,NAGLE AVENUE,,,,,,,,,
178,59866008,2023-12-29T00:14:00.000,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Building,Street,11432,85-27 152 STREET,152 STREET,85 AVENUE,85 DRIVE,ADDRESS,JAMAICA,,In Progress,,,08 QUEENS,4097350072,QUEENS,1037706,198458,PHONE,Unspecified,QUEENS,40.71123663073711,-73.80718084651647,"{'latitude': '40.71123663073711', 'longitude': '-73.80718084651647', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",24340,25,3,24,65,65,85 AVENUE,85 DRIVE,152 STREET,,,,,,,,,
179,59863142,2023-12-29T00:13:57.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11221,119 HIMROD STREET,HIMROD STREET,EVERGREEN AVENUE,CENTRAL AVENUE,ADDRESS,BROOKLYN,,Closed,The Police Department issued a summons in response to the complaint.,2023-12-29T00:38:48.000,04 BROOKLYN,3032650048,BROOKLYN,1005484,193031,PHONE,Unspecified,BROOKLYN,40.69647680159508,-73.92342463502378,"{'latitude': '40.69647680159508', 'longitude': '-73.92342463502378', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",18181,42,2,30,53,53,EVERGREEN AVENUE,CENTRAL AVENUE,HIMROD STREET,,2023-12-29T00:38:43.000,,,,,,,
180,59868378,2023-12-29T00:13:45.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11356,128 STREET,128 STREET,20 AVENUE,128 STREET,INTERSECTION,,,In Progress,,,07 QUEENS,,QUEENS,1028421,224109,MOBILE,Unspecified,QUEENS,40.781693293707335,-73.84050387571934,"{'latitude': '40.781693293707335', 'longitude': '-73.84050387571934', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14191,22,3,20,67,67,20 AVENUE,128 STREET,,,,,,,,,,
181,59867780,2023-12-29T00:13:30.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10301,101 VICTORY BOULEVARD,VICTORY BOULEVARD,CORSON AVENUE,BROOK STREET,ADDRESS,STATEN ISLAND,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-12-29T00:41:03.000,01 STATEN ISLAND,5000230054,STATEN ISLAND,962150,171675,ONLINE,Unspecified,STATEN ISLAND,40.637857241089876,-74.07962837697686,"{'latitude': '40.637857241089876', 'longitude': '-74.07962837697686', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10369,4,1,13,74,74,CORSON AVENUE,BROOK STREET,VICTORY BOULEVARD,,2023-12-29T00:40:59.000,,,,,,,
182,59863931,2023-12-29T00:13:25.000,DSNY,Department of Sanitation,Obstruction,Trash or Recycling,Sidewalk,11211,366 UNION AVENUE,UNION AVENUE,GRAND STREET,HOPE STREET,ADDRESS,BROOKLYN,,In Progress,,,01 BROOKLYN,3027790001,BROOKLYN,997787,198444,ONLINE,Unspecified,BROOKLYN,40.711349332895544,-73.95117114409372,"{'latitude': '40.711349332895544', 'longitude': '-73.95117114409372', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",17613,36,2,30,56,56,GRAND STREET,HOPE STREET,UNION AVENUE,,,,,,,,,
183,59865023,2023-12-29T00:13:10.000,TLC,Taxi and Limousine Commission,For Hire Vehicle Complaint,Driver Complaint - Non Passenger,Street,10023,1991 BROADWAY,BROADWAY,WEST   67 STREET,WEST   68 STREET,ADDRESS,NEW YORK,,In Progress,,,07 MANHATTAN,1011397501,MANHATTAN,989182,221672,ONLINE,Unspecified,MANHATTAN,40.77511337000419,-73.98219291551933,"{'latitude': '40.77511337000419', 'longitude': '-73.98219291551933', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12420,20,4,19,12,12,WEST   67 STREET,WEST   68 STREET,BROADWAY,,,,,"1991 BROADWAY, MANHATTAN (NEW YORK), NY, 10023",,,,
184,59864446,2023-12-29T00:13:04.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10452,1001 JEROME AVENUE,JEROME AVENUE,ANDERSON AVENUE,EAST  164 STREET,ADDRESS,BRONX,,Closed,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,2023-12-29T00:56:16.000,04 BRONX,2025040141,BRONX,1004592,242175,ONLINE,Unspecified,BRONX,40.831366424975315,-73.92649269964271,"{'latitude': '40.831366424975315', 'longitude': '-73.92649269964271', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10930,50,5,35,27,27,ANDERSON AVENUE,EAST  164 STREET,JEROME AVENUE,,2023-12-29T00:56:12.000,,,,,,,
185,59867127,2023-12-29T00:12:37.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11218,1568 39 STREET,39 STREET,15 AVENUE,16 AVENUE,ADDRESS,BROOKLYN,,In Progress,,,12 BROOKLYN,3053650034,BROOKLYN,989664,171395,MOBILE,Unspecified,BROOKLYN,40.637114616939506,-73.98049306880039,"{'latitude': '40.637114616939506', 'longitude': '-73.98049306880039', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",17620,2,2,27,39,39,15 AVENUE,16 AVENUE,39 STREET,Car,,,,,,,,
186,59864199,2023-12-29T00:12:36.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10023,1991 BROADWAY,BROADWAY,WEST   67 STREET,WEST   68 STREET,ADDRESS,NEW YORK,,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-12-29T00:37:51.000,07 MANHATTAN,1011397501,MANHATTAN,989182,221672,ONLINE,Unspecified,MANHATTAN,40.77511337000419,-73.98219291551933,"{'latitude': '40.77511337000419', 'longitude': '-73.98219291551933', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12420,20,4,19,12,12,WEST   67 STREET,WEST   68 STREET,BROADWAY,,2023-12-29T00:37:45.000,,,,,,,
187,59869398,2023-12-29T00:12:12.000,NYPD,New York City Police Department,Drinking,In Public,Store/Commercial,11214,8778 BAY PARKWAY,BAY PARKWAY,BATH AVENUE,CROPSEY AVENUE,ADDRESS,BROOKLYN,,In Progress,,,11 BROOKLYN,3064470032,BROOKLYN,984897,157232,ONLINE,Unspecified,BROOKLYN,40.59824175259541,-73.99767018164435,"{'latitude': '40.59824175259541', 'longitude': '-73.99767018164435', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",17616,1,2,45,37,37,BATH AVENUE,CROPSEY AVENUE,BAY PARKWAY,,,,,,,,,
188,59867579,2023-12-29T00:11:25.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,10031,450 WEST  145 STREET,WEST  145 STREET,CONVENT AVENUE,AMSTERDAM AVENUE,ADDRESS,NEW YORK,,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-12-29T00:13:00.000,09 MANHATTAN,1020590151,MANHATTAN,999022,239784,ONLINE,Unspecified,MANHATTAN,40.824814886697084,-73.946625559417,"{'latitude': '40.824814886697084', 'longitude': '-73.946625559417', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12428,37,4,23,19,19,CONVENT AVENUE,AMSTERDAM AVENUE,WEST  145 STREET,,2023-12-29T00:12:57.000,,,,,,,
189,59867858,2023-12-29T00:10:43.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10456,1450 CLAY AVENUE,CLAY AVENUE,EAST  170 STREET,EAST  171 STREET,ADDRESS,BRONX,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-12-29T00:55:56.000,04 BRONX,2028870100,BRONX,1009951,244590,ONLINE,Unspecified,BRONX,40.83798093029536,-73.9071183221272,"{'latitude': '40.83798093029536', 'longitude': '-73.9071183221272', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10934,50,5,42,27,27,EAST  170 STREET,EAST  171 STREET,CLAY AVENUE,,2023-12-29T00:55:54.000,,,,,,,
190,59864468,2023-12-29T00:10:03.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10039,85 BRADHURST AVENUE,BRADHURST AVENUE,WEST  146 STREET,WEST  147 STREET,ADDRESS,NEW YORK,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-12-29T00:21:01.000,10 MANHATTAN,1020520001,MANHATTAN,1000239,239560,MOBILE,Unspecified,MANHATTAN,40.82419795129009,-73.94222880941287,"{'latitude': '40.82419795129009', 'longitude': '-73.94222880941287', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",13097,18,4,36,19,19,WEST  146 STREET,WEST  147 STREET,BRADHURST AVENUE,,2023-12-29T00:20:57.000,,,,,,,
191,59869995,2023-12-29T00:09:53.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11355,132-21 60 AVENUE,60 AVENUE,LAWRENCE STREET,136 STREET,ADDRESS,FLUSHING,,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-12-29T00:54:36.000,07 QUEENS,4063670056,QUEENS,1030515,210345,PHONE,Unspecified,QUEENS,40.743904013285224,-73.83303744318295,"{'latitude': '40.743904013285224', 'longitude': '-73.83303744318295', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14190,22,3,3,67,67,LAWRENCE STREET,136 STREET,60 AVENUE,,2023-12-29T00:54:32.000,,,,,,,
192,59866103,2023-12-29T00:09:44.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11691,13-83 BEACH CHANNEL DRIVE,BEACH CHANNEL DRIVE,BIRDSALL AVENUE,NAMEOKE AVENUE,ADDRESS,FAR ROCKAWAY,,In Progress,,2023-12-29T01:31:57.000,14 QUEENS,4156580037,QUEENS,1052469,160741,PHONE,Unspecified,QUEENS,40.60761067627898,-73.75431160518805,"{'latitude': '40.60761067627898', 'longitude': '-73.75431160518805', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",20529,51,3,47,59,59,BIRDSALL AVENUE,NAMEOKE AVENUE,BEACH CHANNEL DRIVE,,,,,,,,,
193,59864840,2023-12-29T00:09:39.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11416,97-03 99 AVENUE,99 AVENUE,97 STREET,98 STREET,ADDRESS,OZONE PARK,,In Progress,,,09 QUEENS,4090720018,QUEENS,1027398,189152,PHONE,Unspecified,QUEENS,40.68575014491488,-73.84442198070894,"{'latitude': '40.68575014491488', 'longitude': '-73.84442198070894', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",24012,46,3,41,60,60,97 STREET,98 STREET,99 AVENUE,,,,,,,,,
194,59867787,2023-12-29T00:09:24.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11225,307 STERLING STREET,STERLING STREET,NOSTRAND AVENUE,NEW YORK AVENUE,ADDRESS,BROOKLYN,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-12-29T00:41:57.000,09 BROOKLYN,3013160001,BROOKLYN,997994,180888,PHONE,Unspecified,BROOKLYN,40.663161827629956,-73.95046029470076,"{'latitude': '40.663161827629956', 'longitude': '-73.95046029470076', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",13509,17,2,11,44,44,NOSTRAND AVENUE,NEW YORK AVENUE,STERLING STREET,,2023-12-29T00:41:51.000,,,,,,,
195,59864033,2023-12-29T00:09:22.000,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,Street/Sidewalk,11368,58-03 CALLOWAY STREET,CALLOWAY STREET,58 AVENUE,59 AVENUE,ADDRESS,CORONA,,In Progress,,2023-12-29T01:30:44.000,04 QUEENS,4019490106,QUEENS,1023522,208203,MOBILE,Unspecified,QUEENS,40.73805858336545,-73.85828645464701,"{'latitude': '40.73805858336545', 'longitude': '-73.85828645464701', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14510,66,3,21,68,68,58 AVENUE,59 AVENUE,CALLOWAY STREET,,,,,,,,,
196,59866736,2023-12-29T00:09:12.000,NYPD,New York City Police Department,Non-Emergency Police Matter,Other (complaint details),Street/Sidewalk,11377,41-14 72 STREET,72 STREET,41 AVENUE,WOODSIDE AVENUE,ADDRESS,WOODSIDE,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-12-29T00:54:41.000,02 QUEENS,4013110134,QUEENS,1013733,210514,ONLINE,Unspecified,QUEENS,40.74443974835936,-73.89360002428833,"{'latitude': '40.74443974835936', 'longitude': '-73.89360002428833', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14787,53,3,33,66,66,41 AVENUE,WOODSIDE AVENUE,72 STREET,,2023-12-29T00:54:38.000,,,,,,,
197,59862716,2023-12-29T00:08:57.000,DOT,Department of Transportation,Street Condition,Failed Street Repair,Street,11210,2112 NOSTRAND AVENUE,NOSTRAND AVENUE,GLENWOOD ROAD,FLATBUSH AVENUE,ADDRESS,BROOKLYN,,In Progress,,,14 BROOKLYN,3075570086,BROOKLYN,998746,170202,ONLINE,Unspecified,BROOKLYN,40.63382987893366,-73.9477727058139,"{'latitude': '40.63382987893366', 'longitude': '-73.9477727058139', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",17217,60,2,26,43,43,GLENWOOD ROAD,FLATBUSH AVENUE,NOSTRAND AVENUE,,,,,,,,,
198,59862615,2023-12-29T00:08:43.000,DPR,Department of Parks and Recreation,Maintenance or Facility,Structure - Outdoors,Street/Curbside,11692,6402 BEACH FRONT ROAD,BEACH FRONT ROAD,OCEAN AVENUE SOUTH,BEACH WAY,ADDRESS,ARVERNE,,In Progress,,,14 QUEENS,4159050011,QUEENS,1041742,153650,PHONE,Unspecified,QUEENS,40.58822345734341,-73.79300471850215,"{'latitude': '40.58822345734341', 'longitude': '-73.79300471850215', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",20530,51,3,47,58,58,OCEAN AVENUE SOUTH,BEACH WAY,BEACH FRONT ROAD,,,,,,,,,
199,59870055,2023-12-29T00:08:32.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10032,2145 AMSTERDAM AVENUE,AMSTERDAM AVENUE,WEST  166 STREET,WEST  167 STREET,ADDRESS,NEW YORK,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-12-29T00:33:56.000,12 MANHATTAN,1021110083,MANHATTAN,1001495,244885,ONLINE,Unspecified,MANHATTAN,40.8388111804014,-73.93767696356736,"{'latitude': '40.8388111804014', 'longitude': '-73.93767696356736', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",13090,47,4,39,21,21,WEST  166 STREET,WEST  167 STREET,AMSTERDAM AVENUE,,2023-12-29T00:33:52.000,,,,,,,
200,59869685,2023-12-29T00:08:25.000,DSNY,Department of Sanitation,Obstruction,Merchandise,Sidewalk,11355,41-09 KISSENA BOULEVARD,KISSENA BOULEVARD,41 AVENUE,BARCLAY AVENUE,ADDRESS,FLUSHING,,In Progress,,,07 QUEENS,4050447501,QUEENS,1031567,215599,ONLINE,Unspecified,QUEENS,40.75831932168052,-73.82920399321465,"{'latitude': '40.75831932168052', 'longitude': '-73.82920399321465', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14190,22,3,3,67,67,41 AVENUE,BARCLAY AVENUE,KISSENA BOULEVARD,,,,,,,,,
201,59862095,2023-12-29T00:08:04.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11101,48-11 VERNON BOULEVARD,VERNON BOULEVARD,48 AVENUE,49 AVENUE,ADDRESS,LONG ISLAND CITY,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-12-29T00:49:11.000,02 QUEENS,4000440104,QUEENS,997086,210323,ONLINE,Unspecified,QUEENS,40.74395533241785,-73.95367703809846,"{'latitude': '40.74395533241785', 'longitude': '-73.95367703809846', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",16858,53,3,33,66,66,48 AVENUE,49 AVENUE,VERNON BOULEVARD,,2023-12-29T00:49:08.000,,,,,,,
202,59865567,2023-12-29T00:07:48.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10039,2890 8 AVENUE,8 AVENUE,WEST  153 STREET,WEST  154 STREET,ADDRESS,NEW YORK,,Closed,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,2023-12-29T00:23:31.000,10 MANHATTAN,1020390001,MANHATTAN,1001394,240986,ONLINE,Unspecified,MANHATTAN,40.82810974802932,-73.93805194010815,"{'latitude': '40.82810974802932', 'longitude': '-73.93805194010815', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",13097,18,4,36,20,20,WEST  153 STREET,WEST  154 STREET,8 AVENUE,,2023-12-29T00:23:24.000,,,,,,,
203,59862679,2023-12-29T00:05:41.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11357,22-15 WHITESTONE EXPRESSWAY,WHITESTONE EXPRESSWAY,22 AVENUE,22 ROAD,ADDRESS,WHITESTONE,,In Progress,,,07 QUEENS,4042200001,QUEENS,1032497,223311,MOBILE,Unspecified,QUEENS,40.77948168931599,-73.8257917017099,"{'latitude': '40.77948168931599', 'longitude': '-73.8257917017099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14192,22,3,20,67,67,22 AVENUE,22 ROAD,WHITESTONE EXPRESSWAY,,,,,,,,,
204,59861840,2023-12-29T00:05:31.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11237,245 IRVING AVENUE,IRVING AVENUE,GREENE AVENUE,BLEECKER STREET,ADDRESS,BROOKLYN,,Closed,The Police Department issued a summons in response to the complaint.,2023-12-29T01:07:01.000,04 BROOKLYN,3033010005,BROOKLYN,1007327,194459,MOBILE,Unspecified,BROOKLYN,40.700391712911475,-73.91677340540421,"{'latitude': '40.700391712911475', 'longitude': '-73.91677340540421', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",13828,42,2,37,53,53,GREENE AVENUE,BLEECKER STREET,IRVING AVENUE,,2023-12-29T01:06:55.000,,,,,,,
205,59870116,2023-12-29T00:05:22.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10016,66 MADISON AVENUE,MADISON AVENUE,EAST   27 STREET,EAST   28 STREET,ADDRESS,NEW YORK,,Closed,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,2023-12-29T00:17:31.000,05 MANHATTAN,1008570018,MANHATTAN,988127,210189,ONLINE,Unspecified,MANHATTAN,40.74359600160981,-73.98600863609721,"{'latitude': '40.74359600160981', 'longitude': '-73.98600863609721', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12078,11,4,50,7,7,EAST   27 STREET,EAST   28 STREET,MADISON AVENUE,,2023-12-29T00:17:26.000,,,,,,,
206,59869380,2023-12-29T00:05:22.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11377,51-59 69 PLACE,69 PLACE,CALAMUS AVENUE,52 AVENUE,ADDRESS,WOODSIDE,,In Progress,,,05 QUEENS,4024580004,QUEENS,1013341,206806,PHONE,Unspecified,QUEENS,40.73426351411544,-73.8950307309149,"{'latitude': '40.73426351411544', 'longitude': '-73.8950307309149', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14787,54,3,34,62,62,CALAMUS AVENUE,52 AVENUE,69 PLACE,,,,,,,,,
207,59863330,2023-12-29T00:04:41.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,10457,4035 PARK AVENUE,PARK AVENUE,EAST  174 STREET,EAST  174 STREET,ADDRESS,BRONX,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-12-29T00:54:15.000,03 BRONX,2028980024,BRONX,1011474,246654,PHONE,Unspecified,BRONX,40.84364144131887,-73.90160592897189,"{'latitude': '40.84364144131887', 'longitude': '-73.90160592897189', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10935,34,5,22,25,25,EAST  174 STREET,EAST  174 STREET,PARK AVENUE,Van,2023-12-29T00:54:08.000,,,,,,,
208,59864372,2023-12-29T00:04:15.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10031,3468 BROADWAY,BROADWAY,WEST  141 STREET,WEST  142 STREET,ADDRESS,NEW YORK,,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-12-29T00:12:35.000,09 MANHATTAN,1020730001,MANHATTAN,997515,239557,PHONE,Unspecified,MANHATTAN,40.8241942280037,-73.95207112496449,"{'latitude': '40.8241942280037', 'longitude': '-73.95207112496449', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12428,37,4,23,19,19,WEST  141 STREET,WEST  142 STREET,BROADWAY,,2023-12-29T00:12:30.000,,,,,,,
209,59867249,2023-12-29T00:03:59.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11377,72-15 41 AVENUE,41 AVENUE,72 STREET,73 STREET,ADDRESS,WOODSIDE,,In Progress,,,04 QUEENS,4013040071,QUEENS,1013917,210726,ONLINE,Unspecified,QUEENS,40.74502101951681,-73.89293505987077,"{'latitude': '40.74502101951681', 'longitude': '-73.89293505987077', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14787,66,3,5,68,68,72 STREET,73 STREET,41 AVENUE,,,,,,,,,
210,59864936,2023-12-29T00:03:54.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11204,1773 74 STREET,74 STREET,17 AVENUE,18 AVENUE,ADDRESS,BROOKLYN,,In Progress,,,11 BROOKLYN,3062040055,BROOKLYN,985316,163149,MOBILE,Unspecified,BROOKLYN,40.61448266788612,-73.99616044727624,"{'latitude': '40.61448266788612', 'longitude': '-73.99616044727624', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",16867,1,2,44,37,37,17 AVENUE,18 AVENUE,74 STREET,,,,,,,,,
211,59868406,2023-12-29T00:03:49.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11373,45-11 82 STREET,82 STREET,45 AVENUE,47 AVENUE,ADDRESS,ELMHURST,,In Progress,,,04 QUEENS,4015367503,QUEENS,1016695,209452,ONLINE,Unspecified,QUEENS,40.741514454924385,-73.88291572024654,"{'latitude': '40.741514454924385', 'longitude': '-73.88291572024654', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14784,66,3,5,68,68,45 AVENUE,47 AVENUE,82 STREET,,,,,,,,,
212,59867777,2023-12-29T00:03:43.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10021,419 EAST   74 STREET,EAST   74 STREET,1 AVENUE,YORK AVENUE,ADDRESS,NEW YORK,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-12-29T00:16:05.000,08 MANHATTAN,1014690009,MANHATTAN,996879,219397,ONLINE,Unspecified,MANHATTAN,40.768861444271984,-73.95440702204013,"{'latitude': '40.768861444271984', 'longitude': '-73.95440702204013', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12083,23,4,1,11,11,1 AVENUE,YORK AVENUE,EAST   74 STREET,,2023-12-29T00:16:02.000,,,,,,,
213,59866449,2023-12-29T00:03:33.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11209,73 STREET,73 STREET,73 STREET,COLONIAL ROAD,INTERSECTION,,,Closed,The Police Department issued a summons in response to the complaint.,2023-12-29T00:33:41.000,10 BROOKLYN,,BROOKLYN,975203,170301,MOBILE,Unspecified,BROOKLYN,40.6341088542003,-74.03259535655707,"{'latitude': '40.6341088542003', 'longitude': '-74.03259535655707', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",17216,10,2,44,41,41,73 STREET,COLONIAL ROAD,,,2023-12-29T00:33:36.000,,,,,,,
